# deployment rho=400 seed=16 N=400 L=1000.0 R_max=80.0 rejections=8 generator=gen_deployments.py
id,x,y
85,539.7422267229468,225.82622287093847
86,526.8033002230518,557.8710753573652
87,62.11921020105904,98.7888540128805
88,195.38601291327817,25.829684346894478
89,349.08847303795596,901.7923433911051
90,297.48869510455967,161.01394585099737
91,351.6712646420748,691.3200152949016
92,590.2774748546013,8.876577588110667
93,660.3487955739909,632.3911990332663
94,42.41826198644372,953.7430679156487
95,30.320411862608143,490.98266134261837
96,645.9452159062591,789.3087211569463
97,630.6588986515796,822.9000998240626
98,435.89842790768387,460.2229319149673
99,434.27595225291583,951.2710979430888
100,984.9675729382161,814.1891604609057
101,149.8831792329125,307.3932105790416
102,624.2982445303545,239.1002363067697
103,80.07250274448674,439.9795836530022
104,758.5861954963086,343.48841505543936
105,290.59840670557645,401.2279787914094
106,679.9088046196723,927.5006378493154
107,122.67992704854103,763.644943075562
108,990.4165325541743,596.009951159003
109,44.53617424103018,834.5620278941184
110,569.3693918097441,68.57117163042781
111,526.817383888804,351.7358209104781
112,407.543447900103,153.60776333862646
113,310.2687747258431,302.04758529228747
114,294.0498239604407,434.89082540114885
115,756.2575196524118,918.1295461866696
116,551.6159371866873,89.23749229994849
117,742.5378856439455,270.5269464849541
118,696.2248158071543,694.2713149681096
119,231.75665918384314,503.92650167973727
120,428.8067158781326,322.97674952925547
121,159.08099163100454,527.155368221414
122,902.988851297592,230.95962935712154
123,780.420542302447,335.9289148454718
124,244.29385798417192,479.88765217010507
125,519.048635058779,249.6085044688652
126,52.13821368666372,981.5483451205498
127,762.8139154070367,235.03062035730727
128,218.9688286739102,29.022666487765193
129,536.7947976433816,140.49079607638615
130,289.2236689035134,541.9079523292938
131,934.5597104999538,638.7318042435102
132,348.13295651903917,766.3320312433012
133,486.5472696993812,364.24054891264234
134,565.4796227871996,952.1365948107007
135,947.7779903360313,841.7875192563488
136,546.4935057757865,407.01806318176517
137,365.15242278902537,638.9217982769646
138,750.130265325129,363.02617704180153
139,271.49979316348197,900.0877747704933
140,114.97810493338146,735.9865459914781
141,208.51389092468696,946.9533201534281
142,93.90644458011333,725.3953944061905
143,888.7327850389697,902.5324449130239
144,262.383011941405,152.7430099245467
145,237.3697629632906,175.69180411140428
146,315.96334151740444,826.4303248041059
147,191.32490301392835,338.5594638781636
148,751.6520841823732,199.7655888865998
149,183.7902751444902,42.63367765501647
150,586.7987730884664,156.55318908768513
151,37.734533746534126,919.2223412346319
152,699.2246158090377,992.7429160598779
153,121.98603232202898,939.893753319953
154,19.85542305511101,85.61952599528944
155,267.4734863806626,486.4315847572094
156,751.777548620202,172.90036498199046
157,500.2023803071407,811.3986869322772
158,854.8390024592228,416.73047602615287
159,689.3051800070147,431.7220181605895
160,585.8292040766356,963.7167704522278
161,43.838944949895044,152.93394082449618
162,248.2278914025393,648.4844492486233
163,119.84245388672554,412.96426639889717
164,665.6651644556139,412.60800894118665
165,88.86335840357451,46.49824231316546
166,269.6005589187377,352.15691142002714
167,1.2179568027006482,41.77608478145489
168,469.83076397356683,800.4652527235904
169,421.5265957457135,95.22710579516946
170,516.493151220384,334.762421788212
171,796.0362190158381,587.0295442361967
172,707.098765674105,773.3273497033939
173,951.9714415011625,9.887075198673712
174,905.1899078478748,558.5218008294873
175,431.731835739028,818.00791424403
176,886.7070350604561,811.5886162252133
177,725.1779050307241,550.9020561518199
178,221.8027895054655,396.3308785807875
179,148.26946762194416,242.01828893052968
180,571.1923314401836,526.5979069312749
181,461.9158447928583,499.9853622812623
182,23.63674039307162,813.9305589800741
183,686.4266173374746,832.4774389941258
184,612.7834972985328,863.8124192887552
185,393.6024852568164,595.6196302237806
186,394.55208271936414,284.33759874857645
187,750.9707408415946,579.6198895989946
188,981.5153951942623,960.4975078076425
189,329.17451614107927,116.94853264773508
190,667.4806620686197,913.3069788102704
191,321.06477360414544,460.36100384023683
192,851.9273811505792,667.8330340388055
193,345.8955248767357,157.39153061994583
194,297.01214235183915,868.593107127396
195,644.4386309416165,606.8840710199605
196,976.2625134987852,541.9021136778371
197,946.311046824636,66.3599652485305
198,708.7699357758573,95.61434436522643
199,666.6707137903827,138.70617738086187
200,158.09043098754594,709.7054058999269
201,140.85286916404726,817.0840198837516
202,207.04467824362493,599.3419501641347
203,840.0308959909717,200.24955169816073
204,832.3397454623197,155.0997931162199
205,403.9688775048909,660.7945682591431
206,719.9176988237192,587.3456871983346
207,383.5738563799567,257.54989826682953
208,165.66937730891874,497.51001761470957
209,405.4427720960565,533.7979732698054
210,215.14395196426383,22.779497532923855
211,665.0142764218668,932.5055880588828
212,545.5962115002937,339.1323512581317
213,55.66470345229757,957.1729227220895
214,593.4227502389857,526.8329414061391
215,920.4620897273418,393.05764654191813
216,579.0422665244479,873.184822877171
217,984.7977789830622,876.5841162858301
218,886.8831475426364,83.85559921942709
219,274.32788355532244,502.99796665287187
220,122.35265056674626,792.3947727183036
221,900.2247332783498,253.50523671122315
222,472.53505376003034,566.6578765692278
223,828.1553679926276,351.49210569901044
224,875.3415121424695,34.035321094788685
225,456.5276488419662,591.9220087854962
226,243.2480881371233,88.26482532232127
227,514.1393510038948,374.9210843551692
228,472.50984205484946,753.5462989347532
229,531.5230320965593,766.5913632929511
230,91.09956769362782,924.5353258770623
231,949.3707205296982,295.81109468292834
232,210.4978683076446,860.5475706378693
233,710.0654635180005,424.7758212352152
234,324.3215677162602,252.7886763465761
235,196.0256512838652,509.2730155772527
236,34.5945048427353,564.6168175649445
237,81.181291340786,874.4935093269179
238,46.80316318730393,460.2527809475152
239,956.4657371865056,711.081928524728
240,149.2050823126052,388.3912317045422
241,10.320002258188188,326.01360119443655
242,682.5195249275995,424.2833003315101
243,33.87417326039133,141.7577297348821
244,785.366425312126,757.4174383163772
245,537.2309483003035,585.5423763147744
246,179.30243044582116,553.3809183057
247,339.5539729852245,494.98273964165315
248,437.3776570220701,148.47644673429716
249,751.20157529687,344.16032466476054
250,119.50996064536356,711.709222051692
251,667.8099160793392,722.3493263723595
252,590.8952454128573,824.0424501475562
253,57.60627629573245,856.4063005670075
254,30.569782579512705,807.8281936763325
255,80.06085325965762,303.6615757725163
256,3.4581673558726767,842.6327017889049
257,371.71575333056694,20.00116351842085
258,932.3637769454264,796.4509711356911
259,753.1039397036458,670.7566375653762
260,783.818972564892,968.1948324925077
261,231.01305706825525,460.06273474350144
262,727.3472352399963,857.1945220518137
263,298.53875541817956,813.7016355077687
264,398.9948771394256,443.9840177890005
265,244.24353228944952,736.432656655741
266,976.532239001605,149.52992824446088
267,932.5154022420414,23.73298468618623
268,219.0262151490955,896.7652800725887
269,720.7410481007904,589.2611884636539
270,769.0208565063111,177.1712204508481
271,500.0308514629005,829.8651613996196
272,501.25160020902916,766.1118043677295
273,245.30411609429626,160.43830146822646
274,33.07447478412151,853.1904718495834
275,898.5965670730158,661.5829227002082
276,637.6742014322473,557.3796769004374
277,841.2638814844036,6.136322917204895
278,698.7377163881994,753.2091762707595
279,675.6051595307297,751.434969179144
280,286.2879172141428,916.0599655878154
281,886.8811695481468,937.3685815585786
282,476.9398564823494,979.6556420885246
283,919.5095035463938,181.40032314744658
284,331.69555619965996,49.67032635099444
285,543.6919947421492,862.2053872725297
286,913.7693908455086,874.3045119236905
287,690.7155233402353,353.49546050668613
288,19.30924406638923,252.66205569615497
289,588.6514536324659,228.0687764417073
290,11.987343429002873,478.0749231705843
291,658.2765550558294,121.1486537940465
292,471.08510701486205,193.26329025775047
293,39.00737074483296,600.8415365936855
294,420.36226443768345,147.2317946292143
295,58.958217071825025,80.5388187470355
296,915.892636678211,83.26714382231238
297,645.2377871616743,655.0824925288523
298,283.8073377350498,779.7609752862842
299,483.9329321048589,422.5379820988757
300,188.2529250920758,42.16828545851081
301,724.173941598317,946.4487023430277
302,236.05255507299893,893.9656394611333
303,149.5457993801883,694.8416312031626
304,400.73488304807324,176.23030369836357
305,92.46444943354636,743.7426076336196
306,361.9810795727786,45.56223849834984
307,126.33958898138864,730.6175020287455
308,419.09413905453783,833.0734053995376
309,292.9499951920377,472.88813557030176
310,743.1263112883178,263.1673281614243
311,127.67658982043417,602.9066704688854
312,256.6728811689648,314.9590885051588
313,995.8536984521444,285.81526757234445
314,967.1696779033506,512.9601438560932
315,591.004324861396,868.3287933884919
316,59.63378140550412,853.8510754105317
317,973.1669873728131,454.03876128759566
318,752.2682493860813,862.9705312543504
319,551.3694382629344,721.2259057705622
320,738.4827535589393,102.26349444185767
321,229.68665933900002,883.1047541460209
322,901.9036437908175,300.8072234319488
323,782.4142548580004,972.0110809439213
324,952.3006794847144,553.432248955755
325,954.2614924502755,523.1286376411855
326,154.3905970163244,540.0796301892918
327,954.3057753284158,913.5023652828904
328,619.3783102955366,561.3743199689952
329,180.089569952957,329.2658950917493
330,28.485642125743894,12.185295530657058
331,612.8237979368606,522.0052792210436
332,631.4516797125597,95.65502247152202
333,707.1260950220362,521.509800222459
334,378.20705029247137,811.7004259995829
335,100.60959724789775,132.55450023332403
336,418.4425454238117,857.195673065698
337,860.7561419164487,802.1332110074402
338,811.2907027139728,259.1924175292175
339,125.09403381252993,870.8561205725625
340,192.28775572752733,830.9073719002275
341,970.0715971611277,672.4638399809915
342,322.9262806072245,324.9801515324532
343,802.9288282230411,466.6943145092973
344,585.7796554869217,29.257838709401128
345,317.92024108911465,218.46101064985535
346,270.2113570670435,291.61479858436945
347,370.3062677039203,676.8734618596851
348,184.0839219515289,449.0851384722889
349,295.8840170237153,564.7238784139067
350,617.1408567078807,587.0977228572111
351,256.61597938230153,472.0976384997022
352,366.5212528177676,346.2112071370648
353,483.78351867664014,636.7062407775549
354,161.75475934117333,551.2923560796872
355,89.71550939670436,252.96583593308586
356,179.11590093833664,723.995100341229
357,414.36244489747753,989.1797649528786
358,801.476022931132,143.99957481983105
359,200.64857054962803,138.58363842776234
360,467.789236637846,130.04547446142146
361,685.2966793330988,647.2328325926492
362,844.2284250236547,888.2352901766308
363,990.4783511173026,88.02483830385621
364,939.7954899994965,269.2518663419159
365,424.69833131345314,892.7960526182951
366,584.7945362519249,123.12325492302212
367,427.7102324308241,452.1930931786021
368,305.84755906382696,530.6865256235742
369,452.1978085829456,956.2414160698322
370,820.5105765971555,270.3501183995626
371,291.4329243459598,966.7971462248552
372,744.7721824501585,206.18670404462813
373,150.563694074062,180.3846117344522
374,66.8511442443429,646.298076248975
375,599.4237263877811,986.7446568978369
376,911.3954800327252,736.821400998084
377,417.10989057601347,558.0974010487039
378,863.8775149531466,919.0788197376199
379,857.5055123149597,651.5786636669519
380,943.467870517054,70.58049011458544
381,775.4006666076806,875.4269323346341
382,445.6409777834155,111.13920438118573
383,856.1270719055747,819.568365735501
384,43.7094576097341,53.81140907162474
385,819.1766067547732,968.0046264862261
386,30.998622232832673,396.43133151397814
387,2.56044799538091,469.11493866727784
388,946.1247429166914,100.30771080702961
389,435.4589931869012,701.2662038710301
390,922.2165838741396,320.427290824828
391,828.3008573803024,322.10008690876566
392,707.2450910651155,309.93682569358015
393,920.2813489641244,875.9523009558358
394,856.9885401101083,131.85847213898938
395,223.588087405987,479.7728696761141
396,885.317331927133,812.3034944298612
397,908.3304895965875,15.304822036296795
398,642.2782951805199,395.8307251771319
399,219.28367001747606,53.12783074472183
400,382.2229325836857,975.4826238963152
